tweet_id	tweet_text	class_label
910151285793488897	i found this lil baby on the sidewalk after hurricane Irma ·Ω A I named her Irma https://t.co/06JdqkC6FH	missing_or_found_people
870215735687225344	Violent wind Mora: Bangladesh anglers missing after tempest - https://t.co/zkee0xkUO1 https://t.co/6FzhlSGxef	missing_or_found_people
913176220254138370	The Search for a Springfield Woman's Family Member Ends After Earthquake Hits Mexico https://t.co/8Dy2Ss0rMi https://t.co/E5ADIUFVrg	missing_or_found_people
910232317901361153	Just what I needed after bad Irma! We have 7 new babies on our First Coast. White Oak in Yulee- congrats to your br‚Ä¶ https://t.co/YYQ45g3xp9	missing_or_found_people
911889087782629376	#Israeli delegation continues search efforts in #Mexico City after deadly earthquake. https://t.co/nj0b86HNw4 https://t.co/bGzSY3SIyu	missing_or_found_people
911721159791538176	Family members of someone missing say the Lord's Prayer #MexicoEarthquake https://t.co/Y16X1qUpaq	missing_or_found_people
916160304307855360	Everybody watching can really be very very proud of what's taken place in Puerto Rico. -D.Trump https://t.co/Ng1fsz5IRX	not_humanitarian
906772360002523136	Hurricanes dent oil output as Saudi Arabia cuts supplies https://t.co/wOdfMzeF5A https://t.co/MmHNrQsONE	not_humanitarian
915995605637357568	(White House cleans up Trump's Puerto Rico statement) https://t.co/Lg3LILZkSg https://t.co/QXP6GA4gYy	not_humanitarian
921446636412211200	RT @EPChurch: EPC removes â€œpause buttonâ€ from Hurricane MariaÂ relief https://t.co/m6O1Tr4qfw https://t.co/oq1loxUoyI	not_humanitarian
922732458268872704	National Airlines operates relief flights to Puerto Rico https://t.co/FSwNhg0K4w https://t.co/CORmlxYRRP	not_humanitarian
911929073412247554	Buhari at #UNGA, earthquake in Mexico | See our top 10 photos from last week - https://t.co/WtkGwYeU3U https://t.co/NI4ikQqt6W	not_humanitarian
921372721946251265	Puerto Rico and Las Vegas and Niger but that freaking demented illegitimate president has time for Treason. https://t.co/PO4I0Tlt85	not_humanitarian
905003296448028672	"RT @The_Hayseed: LSU: ""Tornado warning, seek shelter immediately"" Me: ""So I don't have to go to class then?"" LSU: https://t.co/4HR7xeJ1VH"	not_humanitarian
914618645921325059	How To Help Puerto Communication And Other Island After Physical Entity Entity https://t.co/p0wGYvbAuw https://t.co/kaxeyyEqQS	not_humanitarian
907039183063191553	New foster baby! She came from Texas and Harvey! So cute! https://t.co/PVKg6DoJGq	not_humanitarian
910524013016866821	NFL reviewing whether Mexico City game can go on after earthquake https://t.co/oGzlLeZbL8 #fantasyfootball https://t.co/NMWy5IlgSk	other_relevant_information
904211951634526208	Texas Is Threatening People 'Looting' After Harvey With 20-Year Prison Sentences https://t.co/FJEwH0Z2NU https://t.co/fDmTQRp53u	other_relevant_information
912968807924330496	TRACKING MARIA: Maria downgraded to tropical storm with 70 mph winds https://t.co/uYp6n0VjEg via @wsoctv https://t.co/vXgQXeLWSG	other_relevant_information
904954425546080256	RT @liltaRusmusic: We are out!! #noproblems #HurricaneHarvey #dooutpart #PrayForTexas #HoustonStrong https://t.co/M20zNy01Sq	other_relevant_information
912236509289488384	Hurricane Maria: Puerto Rico facing crisis - Check it out at https://t.co/TPE1CFsfMV. #WorldNews https://t.co/arUJvUGUoI	other_relevant_information
911655784060252160	Today Two Strong After Shocks of MEXICO EARTHQUAKE. á½£6 https://t.co/TdrA1w6Yue	other_relevant_information
909423758078828545	If you need to escape post-Irma heat in Fort Lauderdale, here‚Äôs where to go https://t.co/14CpnnoQyJ Via @DavidJNeal‚Ä¶ https://t.co/KM1viuEMN8	other_relevant_information
905664051996266497	Witness the incredible fury of Hurricane Irma: Storm knocks out Maho Beach Cam | https://t.co/e9ABLVJHHA https://t.co/kQcAAbtepg	other_relevant_information
910121621897334784	Virgin Islands lack supplies for second hurricane pummeling https://t.co/EBoORlsddM https://t.co/rj7kAchX83	other_relevant_information
910172748042862592	"“It was a long six days last week."" – New Lenox native on facing Hurricane Irma one month after move to Florida.… https://t.co/iMt4UXDfmO"	other_relevant_information
909908379728039936	Grateful for the amazing community organizations like @UP_Orlando supporting thousands of FL families still trying… https://t.co/XQY7ckiDNz	rescue_volunteering_or_donation_effort
922856858716688384	@shop 4k gallons for PUERTO RICO á¼Ÿ5á¼Ÿ7á¾‘8#Liveme á¼—1ï¸LaYzEá½„Aá¼°0: https://t.co/3UnKMJEaFr https://t.co/aCdNGNqGe9	rescue_volunteering_or_donation_effort
930501165887959041	#Iran calls off earthquake rescue, shifts to providing aid for thousands left homeless https://t.co/p9VMVDkB4u https://t.co/cDwm9x1ik3	rescue_volunteering_or_donation_effort
908168392716234753	Harvey survivor assistance lines https://t.co/KcHTpw3RjT https://t.co/7Lyod9FQxV	rescue_volunteering_or_donation_effort
910798273367171072	San Antonio residents trying to locate family after earthquake in Mexico https://t.co/ChCDI7sxWH https://t.co/iZXFcsgq6l	rescue_volunteering_or_donation_effort
912261405067407360	Mexico earthquake: Who are 'Los Topos' volunteer rescuers? https://t.co/h4ojOnvvc7 https://t.co/ydvSxPdFO4	rescue_volunteering_or_donation_effort
910731925446430720	https://t.co/mGqZzz1Mv8 Rescuers in frantic search for quake survivors https://t.co/GUV7Peh7c3 https://t.co/H7yCLl1F7e	rescue_volunteering_or_donation_effort
927583648873943041	Alex Cora thanks Red Sox for Puerto Rico relief help https://t.co/mg3vv7ZkDo	rescue_volunteering_or_donation_effort
909394335992631296	RT @PokerStarsBlog: Can you help? @PokerStars launches Hurricane Irma Emergency Appeal: https://t.co/wemciYGIVK https://t.co/swl9jOG3Cl	rescue_volunteering_or_donation_effort
911869898703474689	Here’s How You Can Help People Affected By Hurricane Maria https://t.co/Yg4QLXvzx0 https://t.co/HFiFpy8mTU	rescue_volunteering_or_donation_effort
906800637765177344	A Sad Sight: Cars Victimized by Mother Nature as Hurricane Harvey Ripped Through Texas https://t.co/hshHX4Lmm9 https://t.co/1S37fYttyI	vehicle_damage
910262990540242944	Houston was built for cars. What happens when #Harvey destroys 250,000 vehicles? https://t.co/zixLAlHjdy https://t.co/8ybWt5TqAe	vehicle_damage
909409487030771712	Toppled trailer homes in Big Pine Key post Irma (zoom in). Armies of SoFla police departments are helping with reli… https://t.co/mobueOM5e2	vehicle_damage
909740728909205504	Florida Dairies Dealing with Aftermath of Irma, Some Dump Milk - https://t.co/0oqRo45HnB https://t.co/L64853wgE6	vehicle_damage
909894624898101248	Some NOAA imagery of Summerland Key (near Keywest) where those cars had been parked for Irma https://t.co/qsFN8S7MTD	vehicle_damage
920042438181269504	California Fire Pictures â€“ Buildings â€“ Cars Destroyed â€“ TreesÂ OK https://t.co/WKmBwV6IHt https://t.co/YAZxTQ0EF0	vehicle_damage
905750258981986304	Found ! A truck load of hurricane panels #irma https://t.co/fysYlnk9Gg	vehicle_damage
905486837162147841	Reuters Exclusive- An army of tow trucks tackles Houston's flood-damaged cars from #Harvey https://t.co/FJB3sHeQrs https://t.co/bIbbdP0HUn	vehicle_damage
904379734745866240	RT @Jalopnik: Up to 500,000 cars could be totaled from Hurricane Harvey damage https://t.co/Vseq7oMAhm https://t.co/Hx0BGSc4cu	vehicle_damage
909454690273730560	Canoe Found After Hurricane Irma Eyed As Piece Of Florida History https://t.co/BviQuHtl7I https://t.co/4mLQxHVaPG	vehicle_damage
