tweet_id	image_id	tweet_text	image_path	class_label
910785476830875648	910785476830875648_0	"Good Morning Britain, ITV - ""Tuesday's earthquake in Mexico is said to have killed at least 230 people""... https://t.co/eUxBaOswgr"	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\21_9_2017\910785476830875648_0.jpg	injured_or_dead_people
917842481575841792	917842481575841792_0	15 dead as emergency crews continue to battle multiple fires tearing through wine country. https://t.co/sDngQjPs5o https://t.co/T4UKabCH8l	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\10_10_2017\917842481575841792_0.jpg	injured_or_dead_people
909748121651089408	909748121651089408_0	Keys couple found living in crushed mobile home after Hurricane #Irma https://t.co/HLj2rlzyr1 https://t.co/zCD9fMCjcW	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909748121651089408_0.jpg	injured_or_dead_people
930412561035444224	930412561035444224_0	Rouhani tours Iran earthquake devastation; death toll beyond 450 https://t.co/kluSsc02ij https://t.co/VwJx9yMteD	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\iraq_iran_earthquake\14_11_2017\930412561035444224_0.jpg	injured_or_dead_people
910523633956683778	910523633956683778_0	(Vice):More Than 200 #Dead After #Earthquake Rocks Mexico City : The death toll is.. https://t.co/QxFQXCVt85 https://t.co/oq9U1LgP19	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\20_9_2017\910523633956683778_0.jpg	injured_or_dead_people
909836603824201729	909836603824201729_0	RT @macmark: CDEMA collecting for Irma victims https://t.co/IVrldX32z1 https://t.co/sbN0gN3cpZ	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909836603824201729_0.jpg	injured_or_dead_people
912952239471382529	912952239471382529_0	RT @ajplus: In Dominica, Hurricane Maria killed 27 people and dozens are still missing. https://t.co/tzKmcexGHe	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\27_9_2017\912952239471382529_0.jpg	injured_or_dead_people
930096683119243264	930096683119243264_0	New post (Iran-Iraq border earthquake is deadliest of 2017) has been published on OursTube - https://t.co/jxkPqarnJD https://t.co/APZg8xvMnA	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\iraq_iran_earthquake\13_11_2017\930096683119243264_0.jpg	injured_or_dead_people
909831928618061826	909831928618061826_0	Irma death toll in Florida at 34 -- and rising https://t.co/CWEfL4tgI3 https://t.co/OJUPFqKnA4	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909831928618061826_0.jpg	injured_or_dead_people
917828356388900865	917828356388900865_0	11 dead, 100 injured. Wildfires ravage Northern California with shocking speed. https://t.co/jbCX5o7xVd https://t.co/Pj4tbLDihE	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\10_10_2017\917828356388900865_0.jpg	injured_or_dead_people
911889087782629376	911889087782629376_0	#Israeli delegation continues search efforts in #Mexico City after deadly earthquake. https://t.co/nj0b86HNw4 https://t.co/bGzSY3SIyu	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\24_9_2017\911889087782629376_0.jpg	missing_or_found_people
913241636590645248	913241636590645248_0	Hurricane Maria survivor: 'I feared for our lives' https://t.co/mvnmvdfTZQ https://t.co/5n6VVHf45Z	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\28_9_2017\913241636590645248_0.jpg	missing_or_found_people
910784013249343488	910784013249343488_0	Dramatic video shows school children rescued from rubble after Mexico earthquake. https://t.co/YaiOyVyXAQ #7News https://t.co/x9bOhyKAjL	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\21_9_2017\910784013249343488_0.jpg	missing_or_found_people
918394712842735616	918394712842735616_0	"#News via #FOXNEWS ""California wildfires make searching for missing tough"" https://t.co/P5bFKQ6hIQ https://t.co/01qlbznzYt"	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\12_10_2017\918394712842735616_0.jpg	missing_or_found_people
920430848398069760	920430848398069760_0	Lost and Found: Keepsakes pulled from the ruins of California wildfires https://t.co/6Iiy4oWm6I https://t.co/sQHBtefdJU	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\17_10_2017\920430848398069760_0.jpg	missing_or_found_people
919575390028468225	919575390028468225_0	Family Reunited As Dog Survives California Wildfire:https://t.co/2ZyKdjCIwD https://t.co/hjVrh8Y9tR	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\15_10_2017\919575390028468225_0.jpg	missing_or_found_people
921542832334262274	921542832334262274_0	Deputies help Puerto Rico man find Tampa family https://t.co/ae1ngQuIqH https://t.co/TqiK0isjrA	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\21_10_2017\921542832334262274_0.jpg	missing_or_found_people
909386581080969216	909386581080969216_0	Fred survived! #Irma https://t.co/kywQ9YUAh2	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\17_9_2017\909386581080969216_0.jpg	missing_or_found_people
870161539948400641	870161539948400641_0	Bangladesh navy searches for 81 fishermen still missing after Mora cyclone https://t.co/8H7oGKWiTn https://t.co/QKpW02toiz	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\srilanka_floods\1_6_2017\870161539948400641_0.jpg	missing_or_found_people
919715666264965121	919715666264965121_0	Family Reunites With Missing Dog Who Fled When Their Home Caught Fire Duringâ€¦ https://t.co/HqxUV1RAdi https://t.co/WYhWsfrZ77	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\16_10_2017\919715666264965121_0.jpg	missing_or_found_people
911809827394830336	911809827394830336_2	My heart goes out to the people of St. Croix effected by hurricane Maria á¼ŸBá¼žE â¤ï¸ https://t.co/1wX2ppkFLS	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\24_9_2017\911809827394830336_2.jpg	not_humanitarian
910567805531164673	910567805531164673_0	https://t.co/YA6RxhRF8d CNN reporter lashed by winds in Puerto Rico https://t.co/cbo2i6Cvvm via @mrslac2017 https://t.co/Z5iDM43FAe	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\20_9_2017\910567805531164673_0.jpg	not_humanitarian
909865261980946433	909865261980946433_0	If this doesn't sum up the Twitter experience, man, IDK what does. https://t.co/s2mxcG43TJ h/t @lizzieohreally https://t.co/8BcCQLRk0n	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909865261980946433_0.jpg	not_humanitarian
909830241954254849	909830241954254849_0	P3 had questions about Irma and produced this. Child led learning #strathNQT #strathPGDE https://t.co/xLdbtlQuTW	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909830241954254849_0.jpg	not_humanitarian
905808742612074496	905808742612074496_0	Thank you, our great honor! https://t.co/S1uYfk39i6 â€¦ #trump #trumpycat https://t.co/Jxf23hsCSH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\7_9_2017\905808742612074496_0.jpg	not_humanitarian
908498577348894721	908498577348894721_1	@puku2pang_ oo trust me,he's all sunshine when mic was on,and rolling clouds of tornado once it's away. Legendary. https://t.co/UorWelplo2	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\15_9_2017\908498577348894721_1.jpg	not_humanitarian
920672335039905792	920672335039905792_0	@BreitbartNews Is not California on á½’5 FIRE?... Yet they say it is nature and fail to acknowledge GOD! https://t.co/gHQ9ToIML9	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\california_wildfires\18_10_2017\920672335039905792_0.jpg	not_humanitarian
871367180201283585	871367180201283585_0	This is what we need in #SriLanka ! #harmony #Kalutara #flood #Unity https://t.co/W1wbBiyLjs	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\srilanka_floods\4_6_2017\871367180201283585_0.jpg	not_humanitarian
928376117144248320	928376117144248320_0	@Generac @AndrewEng Private company buys 26 Generac generators for employees without power in Puerto Rico! https://t.co/E86Y1fzGVe	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\8_11_2017\928376117144248320_0.jpg	not_humanitarian
909962867553824768	909962867553824768_1	RT @CourtneeyRosee1: When the professor says she's not changing the syllabus after Irma https://t.co/OsNnBSfeZC	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\909962867553824768_1.jpg	not_humanitarian
909913256365576192	909913256365576192_0	#TORNADO warning: NW Clatsop co. &amp; SW Pacific co. until 4:15. Moving NE 20 mph. Take cover if you're in the red! https://t.co/pkknEhVYpZ	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\18_9_2017\909913256365576192_0.jpg	other_relevant_information
909721023968432128	909721023968432128_0	RT @Thorcaster: Visible-like imagery in the middle of the night of Hurricane Irma from SNPP day/night band. #NWAS17 https://t.co/7OZFtGZqGy	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909721023968432128_0.jpg	other_relevant_information
905664256745623552	905664256745623552_0	RT @aliyahwyd: Floridian calculating how many days of school/work we gon miss due to Hurricane Irma https://t.co/uVJ167k4sh	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\7_9_2017\905664256745623552_0.jpg	other_relevant_information
911719365577465857	911719365577465857_0	There is now up to a 60% chance for sustained tropical-storm-force winds in Hatteras, NC. #Maria https://t.co/ZVVgRMRw5b	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\23_9_2017\911719365577465857_0.jpg	other_relevant_information
909799814656856064	909799814656856064_0	After Irma We Are Glad To Be BackὠD Perfect Attendance in Ms. Santamarina's Class✔ @iAttend_MDCPS @FairlawnElem… https://t.co/AsuRNWj7Ai	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909799814656856064_0.jpg	other_relevant_information
910065937126174720	910065937126174720_0	.@AlisonMorrowK5 went to cover Irma but she ended up basically being an amateur 1st responder in Tampa!… https://t.co/LLC2raBTwG	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910065937126174720_0.jpg	other_relevant_information
909415257315184640	909415257315184640_0	MyRadarWX: Risk of severe storms over the Southern High Plains. Hail, winds, a tornado or two possible here today. https://t.co/VO4e5O6Flj	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\17_9_2017\909415257315184640_0.jpg	other_relevant_information
908691478804869120	908691478804869120_1	Tornado GR4 1st pass at the Mach Loop and then 2nd pass https://t.co/PBHGLvHv4y	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\15_9_2017\908691478804869120_1.jpg	other_relevant_information
904441419523293188	904441419523293188_0	Mnuchin: Congress must raise debt ceiling while approving Harvey aid https://t.co/x6TpalUHRr #SocialMedia https://t.co/mSbgKzAeQZ	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\3_9_2017\904441419523293188_0.jpg	other_relevant_information
906306158994100225	906306158994100225_0	City Manager Robert Hanna comments on local Harvey efforts Read here: https://t.co/mzwD3wjokx via @@FOXAbilene https://t.co/GjfCuEHxYk	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\9_9_2017\906306158994100225_0.jpg	other_relevant_information
909969568151609344	909969568151609344_0	12 DAYS AGO #IRMA #JOSE #KATIA NOW #JOSE #LEE #MARIA https://t.co/EYjXr501J8	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\909969568151609344_0.jpg	rescue_volunteering_or_donation_effort
909470491056001024	909470491056001024_0	@WestboroughS we made a donation to the #redcross hurricane Irma appeal as a result of the raffle that Rosa and her‚Ä¶ https://t.co/wzBycR0Qj8	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\17_9_2017\909470491056001024_0.jpg	rescue_volunteering_or_donation_effort
928716883930550272	928716883930550272_0	Soldiers from the South Carolina National Guard as well as soldiers from other states return from Puerto Rico. @WLTX https://t.co/26JC9oC7Lv	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_maria\9_11_2017\928716883930550272_0.jpg	rescue_volunteering_or_donation_effort
906255350730457089	906255350730457089_0	A final #Harvey energy update. Industry returning to normal to aid the recovery process. https://t.co/TrrFTHdYFY https://t.co/xl7hrbCaIp	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\8_9_2017\906255350730457089_0.jpg	rescue_volunteering_or_donation_effort
908838424110436352	908838424110436352_0	J.J. Watt’s Hurricane Harvey fund closes with over $37 million raised https://t.co/90DAuLPr3Z https://t.co/MyX30PFBTH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\15_9_2017\908838424110436352_0.jpg	rescue_volunteering_or_donation_effort
910717544922828801	910717544922828801_0	Mexico City earthquake: Children trapped under rubble &amp;apos;plead for helpâ€¦ https://t.co/pFSG0fVCDJ https://t.co/5MbMJOCc7P	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\21_9_2017\910717544922828801_0.png	rescue_volunteering_or_donation_effort
904476857109590016	904476857109590016_0	RT @CBSDenver: Colorado Feeding Kids Helps Provide 50,000 Meals For Harvey Victims https://t.co/18BksTotkr https://t.co/TK8uW9jyXi	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\3_9_2017\904476857109590016_0.jpg	rescue_volunteering_or_donation_effort
904268761137643522	904268761137643522_0	Hundreds of gourmet meals delivered to people affected by Harvey ... - ABC News https://t.co/v17sD13ZPv https://t.co/S5rwezfYsV	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\3_9_2017\904268761137643522_0.jpg	rescue_volunteering_or_donation_effort
910217184542064640	910217184542064640_0	Help Irma victims....and see me in a smock. Win-win, amiright? https://t.co/k67TlCPYuH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910217184542064640_0.jpg	rescue_volunteering_or_donation_effort
905766482503663617	905766482503663617_0	Trump actively participating in #HurricaneHarvey rescue efforts. #nowthatsapresident https://t.co/ZVyiIBcoGk	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\7_9_2017\905766482503663617_0.jpg	rescue_volunteering_or_donation_effort
904409881507241985	904409881507241985_0	RT @DCVelocity: Harvey moves on, leaving a transport network with formidable challenges https://t.co/vsw7BGHeOh https://t.co/R4PQB3BLFK	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\3_9_2017\904409881507241985_0.jpg	vehicle_damage
909928551629115394	909928551629115394_0	We are providing FREE vehicle inspections for all vehicles affected by Hurricane Irma. #HurricaneIrma #Irma‚Ä¶ https://t.co/iZoJTzKY3R	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909928551629115394_0.jpg	vehicle_damage
910153831241125888	910153831241125888_1	Friday night's 14-12 over Christ's Church was followed by Irma clean-up as community service. #Snyderfootball… https://t.co/I84Gtd88oo	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910153831241125888_1.jpg	vehicle_damage
910170234492981248	910170234492981248_0	Boats, houses rest on top of houses in Big Pine Key after #Irma. @JeniseFernandez shows the damage on @WPLGLocal10… https://t.co/w3CFYCCiJH	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\910170234492981248_0.jpg	vehicle_damage
909740728909205504	909740728909205504_0	Florida Dairies Dealing with Aftermath of Irma, Some Dump Milk - https://t.co/0oqRo45HnB https://t.co/L64853wgE6	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909740728909205504_0.jpg	vehicle_damage
910696337234120704	910696337234120704_0	Anchorage woman with close ties to latest Mexico City earthquake - https://t.co/LPb9BHJdGu https://t.co/PVN1LDcYLO	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\mexico_earthquake\21_9_2017\910696337234120704_0.jpg	vehicle_damage
909971209290440706	909971209290440706_0	@LeeGoldbergABC7 We had a similar scene in St Thomas during Irma, this boat washed ashore https://t.co/xGLBBtu2cD	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\909971209290440706_0.jpg	vehicle_damage
905137359317897217	905137359317897217_0	Las Vegas News Drivers whose cars were flooded by Harvey can't find rentals https://t.co/u3MAiPsvTJ https://t.co/K6GrNhu0Z2	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_harvey\5_9_2017\905137359317897217_0.jpg	vehicle_damage
909971209290440706	909971209290440706_2	@LeeGoldbergABC7 We had a similar scene in St Thomas during Irma, this boat washed ashore https://t.co/xGLBBtu2cD	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\19_9_2017\909971209290440706_2.jpg	vehicle_damage
909720121001889792	909720121001889792_0	Commentary: Tesla Boosted Range Prior to Irma, Raises Connected Car Questions - https://t.co/sNqjEoRKBY via… https://t.co/C8OgaQctTu	D:\Workspace\Cotrain_CrisisMMD\data\CrisisMMD_v2.0\data_image\hurricane_irma\18_9_2017\909720121001889792_0.jpg	vehicle_damage
